family,preprocessing,task,scenario,model,feature,mean_relative_frequency,n_seeds_total,n_seeds_with_feature,status
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B487_Unclassified_Genus125,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B489_Bauldia,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B48_Acinetobacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B490_Dinghuibacter,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B491_Unclassified_Genus126,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B493_Jatrophihabitans,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B494_Sediminibacterium,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B498_Unclassified_Genus130,0.0066666666666666,100,9,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B499_Chthoniobacter,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B503_Gemmatimonas,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B505_Proteiniclasticum,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B506_Maribacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B507_Unclassified_Genus133,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B50_Ilumatobacter,0.0066666666666666,100,10,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B510_Polaromonas,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B512_Unclassified_Genus136,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B513_Planomicrobium,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B514_Unclassified_Genus137,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B515_Dechloromonas,0.0053333333333333,100,7,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B517_Unclassified_Genus138,0.012,100,17,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B518_Unclassified_Genus140,0.012,100,15,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B51_Sulfitobacter,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B520_Unclassified_Genus141,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B523_Rhodopseudomonas,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B525_Labrys,0.0073333333333333,100,11,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B528_Unclassified_Genus143,0.016,100,22,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B530_Actibacter,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B531_Limnohabitans,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B532_WCHB1_32,0.006,100,9,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B533_Kribbella,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B534_Unclassified_Genus144,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B538_Solirubrobacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B53_Paracoccus,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B540_Cereibacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B542_Anaerosinus,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B543_Unclassified_Genus147,0.0306666666666666,100,37,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B544_Unclassified_Genus148,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B546_Halovulum,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B548_Unclassified_Genus150,0.0093333333333333,100,13,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B549_Unclassified_Genus151,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B54_Paenisporosarcina,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B550_Unclassified_Genus152,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B551_Blastomonas,0.006,100,8,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B553_Unclassified_Genus154,0.0426666666666666,100,52,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B554_Unclassified_Genus155,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B556_mle1_7,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B557_Unclassified_Genus156,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B55_Vibrio,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B560_Unclassified_Genus157,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B563_P3O42,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B564_Croceicoccus,0.004,100,6,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B565_Anaerovorax,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B566_Palleronia_Pseudomaribius,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B567_Wenxinia,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B56_Marivita,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B578_Afipia,0.0113333333333333,100,17,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B580_Candidatus_Entotheonella,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B581_Kitasatospora,0.0053333333333333,100,8,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B582_Unclassified_Genus162,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B58_Agromyces,0.004,100,6,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B590_Unclassified_Genus165,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B591_Prosthecomicrobium,0.0133333333333333,100,18,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B593_Plot4_2H12,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B599_Geobacter,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B59_Altererythrobacter,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B5_Neisseria,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B600_Unclassified_Genus170,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B604_Unclassified_Genus172,0.004,100,6,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B606_Sulfurifustis,0.0526666666666666,100,58,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B607_Unclassified_Genus173,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B608_Unclassified_Genus174,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B609_Unclassified_Genus175,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B60_Unclassified_Genus5,0.0113333333333333,100,16,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B610_Unclassified_Genus176,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B612_Unclassified_Genus178,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B615_Candidatus_Berkiella,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B616_Pseudofulvibacter,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B618_Cobetia,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B619_hgcI_clade,0.1706666666666666,100,97,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B61_Sediminicola,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B620_Roseisolibacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B622_Unclassified_Genus182,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B624_Oryzihumus,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B626_Clostridium_sensu_stricto_8,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B627_Hydrogenispora,0.0033333333333333,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B62_Unclassified_Genus6,0.024,100,30,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B630_Unclassified_Genus183,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B631_Unclassified_Genus184,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B633_Unclassified_Genus185,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B63_Clostridium_sensu_stricto_13,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B641_Unclassified_Genus189,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B642_Luedemannella,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B643_Pseudaminobacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B647_SAR92_clade,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B648_Amycolatopsis,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B64_Janibacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B650_Gilvibacter,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B651_Unclassified_Genus195,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B652_Unclassified_Genus196,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B654_Unclassified_Genus199,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B656_Subtercola,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B658_Unclassified_Genus202,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B659_Anaeromyxobacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B660_IS_44,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B661_Quatrionicoccus,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B663_Unclassified_Genus207,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B664_Unclassified_Genus208,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B667_Unclassified_Genus211,0.012,100,18,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B668_Anaerolinea,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B670_Actinoplanes,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B672_Desulfosporosinus,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B673_Unclassified_Genus221,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B68_Lewinella,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B69_Oleibacter,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B6_Pacificibacter,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B70_Marinomonas,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B71_Brevundimonas,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B73_Planococcus,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B74_Algoriphagus,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B75_JGI_0001001_H03,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B76_Marmoricola,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B77_GKS98_freshwater_group,0.066,100,66,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B78_Filomicrobium,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B79_Aureimonas,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B80_Caulobacter,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B81_Unclassified_Genus7,0.0326666666666666,100,44,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B82_OM43_clade,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B83_Unclassified_Genus8,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B84_Tateyamaria,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B85_Paenarthrobacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B86_Rummeliibacillus,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B88_Aeromonas,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B8_Tepidiphilus,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B90_Microvirga,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B92_Chryseobacterium,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B93_Zeaxanthinibacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B95_Unclassified_Genus9,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B96_Alkalimarinus,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B98_Aquabacterium,0.006,100,8,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B99_Pontivivens,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,B9_Intestinibacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,C1_salt,0.0113333333333333,100,16,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,C2_fresh,0.0153333333333333,100,21,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,C3_sed,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F101_Stachybotrys,0.0113333333333333,100,17,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F103_Rhizopogon,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F104_Banksiophoma,0.0053333333333333,100,8,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F105_Pleurophragmium,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F106_Biatriospora,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F107_Oidiodendron,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F108_Pestalotiopsis,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F10_Boeremia,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F111_Bimuria,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F112_Tolypocladium,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F114_Acrostalagmus,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F118_Talaromyces,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F119_Phaeosphaeria,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F11_Unclassified_Genus,0.01,100,14,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F121_Purpureocillium,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F122_Neocucurbitaria,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F124_Emericellopsis,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F127_Unclassified_Genus20,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F12_Claviceps,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F130_Unclassified_Genus22,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F131_Lycoperdon,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F135_Unclassified_Genus24,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F140_Didymocyrtis,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F142_Pseudocosmospora,0.026,100,35,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F144_Monocillium,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F14_Beauveria,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F154_Umbelopsis,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F156_Torula,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F159_Sampaiozyma,0.1706666666666666,100,95,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F166_Unclassified_Genus32,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F169_Naganishia,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F16_Vishniacozyma,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F171_Tremateia,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F174_Unclassified_Genus36,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F175_Candida,0.0526666666666666,100,60,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F179_Nadsonia,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F183_Myrmecridium,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F184_Myrothecium,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F189_Unclassified_Genus42,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F18_Unclassified_Genus2,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F192_Cistella,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_50,C_environment_microbiome,pysr,F194_Oculimacula,0.0013333333333333,100,2,complete_100_seeds
